u,v,speed,dir_from
-0.09970919652418658,1.9847564697265625,1.9872594616689956,177.1240213125568
0.12203907966613768,2.615568984638561,2.618414529895706,182.67140980803282
-0.19507252086292615,1.7735397165471856,1.7842355266517052,173.7232392920653
-0.09172448786822235,2.4740474549206826,2.4757471984987065,177.87675046775428
0.11572323604063554,3.0001070499420166,3.0023381186121436,182.20897701366357
0.10647639361294836,3.1828342784534804,3.184614775211487,181.91601986444346
-1.19343839450316,3.2539514194835317,3.465904649847305,159.85868530507184
-1.434685988859697,3.0240918072787197,3.3471562774212678,154.6194583419608
-1.6974450241435657,2.508577130057595,3.0289072002023687,145.91549748492025
-1.891516923904419,1.8414405259219084,2.639837018439659,134.23144203775755
-1.9064803556962449,2.731873100454157,3.3313357656712856,145.0901360260789
-1.9927111322229558,2.9649650833823458,3.572382342661795,146.0955100627936
-1.7597418806769631,2.86112963069569,3.3589811327623367,148.4063461483646
-1.6794216524470935,2.4917772249741987,3.004897806183805,146.02060222695488
-1.0830138379877265,2.9294494932348076,3.1232344303120407,159.71070934240788
-0.9714490066875111,2.983794038945978,3.137951567415231,161.96604118360278
-1.3670433434573086,3.27024355801669,3.544474634080571,157.31385639348252
-1.752245599573309,2.956098903309215,3.436405879311984,149.3423998842903
-0.9223245003006675,2.356423074548895,2.5304964315567298,158.6241927302799
-1.2341928698799827,2.701364495537498,2.969949861161489,155.44540197705868
-1.4250641790303318,2.7555077292702417,3.1021977307101873,152.65337959327246
-0.2110205563631925,2.155591227791526,2.165895476826989,174.4088726254583
-0.6747513034126975,1.6729686910455877,1.8039161739603982,158.03451208198823
-0.537387652830644,2.0079337033358486,2.0786012716263897,165.0169486671668
-0.41971267353404645,2.2679784514687276,2.306487586060585,169.51544370891992
-0.13301610946655276,2.505229039625688,2.508757825371246,176.96071221526753
-0.25668434663252404,1.552952625534751,1.5740230973405194,170.61455492295033
-0.796611027284102,2.4559048522602427,2.5818709828622417,162.02872094503672
-0.782123717394742,2.9910537112842905,3.091620903846217,165.3459718179076
-0.2555675181475553,3.189546823501587,3.199769319129297,175.4188717299057
-0.2719966606660323,0.9123674089258368,0.9520485661370001,163.39953151258754
0.07971238006245006,1.442961736158891,1.4451618025515,183.16193107187542
-0.02748714793812144,1.9187484979629519,1.918945372264895,179.1792619781785
-0.022868004712191484,2.4460387013175273,2.446145595417953,179.46435762283576
-1.575951727953824,-2.0790885795246474,2.6088758441808726,37.16217256831385
-1.3768567605452102,-1.5884976590221582,2.1021558818931405,40.91765378175933
-0.6451085968451066,-0.9788802753795276,1.1723359992982225,33.38596339029783
-0.30088826201178803,-0.5370171503587202,0.6155657284123888,29.261711148702034
-0.7946639386090365,-2.899653109637174,3.0065726220322966,15.325892289835451
-0.8411420800469139,-2.41195331920277,2.5544155521055902,19.225653393657467
-0.687396688894792,-1.628570166501132,1.7676976537635185,22.88392790374604
-0.08602968671105124,-0.8269357464530251,0.8313987224896509,5.939360664536025
-0.597555854103782,-0.7761383056640625,0.9795221632473571,37.59299719352708
-0.10039368542757902,0.09642661701549178,0.13920123757633773,133.8453147282718
0.13359702717174185,0.7617462331598455,0.7733728010489772,189.94751353148578
0.22917431051080878,1.4185173294760964,1.4369106717615054,189.1773529044452
-0.8676025433973831,0.8583389629017223,1.220442521606328,134.6924814849926
-0.707515759901567,1.8887082446705212,2.0168781281960233,159.4638998440093
-0.5229816653511741,2.846963102167303,2.894599925273882,169.59092443940904
-0.21907574480230152,3.328265536915172,3.3354678331799157,176.2340641163657
-0.8653276400132611,3.1946826631372627,3.3098019944885997,164.84424291608127
-0.9407526146281848,3.447885036468506,3.5739231534314215,164.73838013716096
-1.1741462404077705,3.614319064400412,3.800252845950118,162.00311458689305
-1.1628060124137185,3.3753621794960718,3.570040289027277,160.9912653143801
-1.262345021421259,3.8114924430847164,4.0150952164050775,161.67541759889002
-1.3805093440142544,3.807654814286665,4.050190271292336,160.07130093833098
-1.6620466709136965,3.587984388524836,3.954242166154375,155.14521425680607
-1.793208035555753,2.86616494438865,3.380901735813112,147.96795948981986
-1.7193072817542336,2.8083522536537866,3.29284981584272,148.52452674846378
-1.7026558680967852,2.9339617815884678,3.392221800087104,149.87226931807695
-1.6155466654083945,2.991293517026034,3.399680563393297,151.6272735767411
-1.4549025080420757,2.5058661807667124,2.8976036001871393,149.8606076929807
-0.31634606014598504,-3.7446399602023037,3.7579786137382154,4.828864462855677
-0.2733009836890481,-3.544469703327526,3.5549907039951765,4.40914199845497
0.02071397412906995,-3.3034990267320112,3.303563967648207,359.6407422156753
0.25518207116560504,-3.474143245003441,3.4835024294878,355.7990659968054
-0.07520857724276456,-4.38403996554288,4.38468502284578,0.9828175486629789
-0.028630733489990224,-4.037873051383279,4.037974553905397,0.4062516780762735
-0.15642010081898083,-3.7521675283258613,3.7554265281806836,2.387160271246671
-0.13159639185125174,-3.673212961717085,3.675569489545078,2.0517989524306017
-1.3255106535824863,-0.4776491468602961,1.4089454213194486,70.18331995728767
-1.0408118854869495,0.3385003480044278,1.094473328395908,108.01593542973805
-0.718134034763683,1.389590176669034,1.5641858428527742,152.6702799450435
-0.29159905693747784,2.420688585801558,2.4381885159759022,173.1311781942708
-1.075623095035553,1.8631078329953281,2.1513102611995345,150.0009851881367
-1.0464106852358037,2.676087596199729,2.8733987096659086,158.64337928237094
-1.0936894145878877,3.2366322604092685,3.416422825808247,161.32939054536592
